x,y,had_hit,hit_class,collider_id,current_collider_id,primitive_or_shape_id,hit_distance,hit_pos_x,hit_pos_y,hit_pos_z,normal_x,normal_y,normal_z,segment_count,step_count,domain_id,curvature_domain_id,path_length,accumulated_transport_length,boundary_event_count,portal_event_count,throat_event_count,max_steps_reached,budget_exhausted_without_hit,final_step_count,final_path_length,hit_found_after_budget_warning,first_accepted_had_hit,first_accepted_hit_distance,first_accepted_hit_pos_x,first_accepted_hit_pos_y,first_accepted_hit_pos_z,first_accepted_normal_x,first_accepted_normal_y,first_accepted_normal_z,first_accepted_collider_id,first_accepted_primitive_or_shape_id,first_accepted_segment_index,first_accepted_candidate_count
0,2,1,background,26206012821,26206012821,0,5.466084,-4.4,1.128786,-3.040359,1,0,0,700,700,0,0,5.466084,5.466084,0,,0,1,0,701,5.466084,1,1,5.466084,-4.4,1.128786,-3.040359,1,0,0,26206012821,0,181,0
1,2,1,background,26206012821,26206012821,0,5.700737,-4.4,1.26158,-3.398045,1,0,0,700,700,0,0,5.700737,5.700737,0,,0,1,0,701,5.700737,1,1,5.700737,-4.4,1.26158,-3.398045,1,0,0,26206012821,0,189,0
2,2,1,background,26206012821,26206012821,0,6.019612,-4.4,1.429796,-3.851128,1,0,0,700,700,0,0,6.019612,6.019612,0,,0,1,0,701,6.019612,1,1,6.019612,-4.4,1.429796,-3.851128,1,0,0,26206012821,0,199,0
3,2,1,background,26105349517,26105349517,0,6.403962,-4.356832,1.633572,-4.4,0,0,1,700,700,0,0,6.403962,6.403962,0,,0,1,0,701,6.403962,1,1,6.403962,-4.356832,1.633572,-4.4,0,0,1,26105349517,0,212,0
4,2,1,background,26105349517,26105349517,0,5.968186,-3.686547,1.63357,-4.4,0,0,1,700,700,0,0,5.968186,5.968186,0,,0,1,0,701,5.968186,1,1,5.968186,-3.686547,1.63357,-4.4,0,0,1,26105349517,0,197,0
5,2,1,background,26105349517,26105349517,0,5.579113,-3.016265,1.633572,-4.4,0,0,1,700,700,0,0,5.579113,5.579113,0,,0,1,0,701,5.579113,1,1,5.579113,-3.016265,1.633572,-4.4,0,0,1,26105349517,0,184,0
6,2,1,background,26105349517,26105349517,0,5.247116,-2.345978,1.633568,-4.4,0,0,1,700,700,0,0,5.247116,5.247116,0,,0,1,0,701,5.247116,1,1,5.247116,-2.345978,1.633568,-4.4,0,0,1,26105349517,0,173,0
7,2,1,background,26105349517,26105349517,0,4.983635,-1.675705,1.633578,-4.4,0,0,1,700,700,0,0,4.983635,4.983635,0,,0,1,0,701,4.983635,1,1,4.983635,-1.675705,1.633578,-4.4,0,0,1,26105349517,0,165,0
8,2,1,background,26105349517,26105349517,0,4.79994,-1.005419,1.63357,-4.4,0,0,1,700,700,0,0,4.79994,4.79994,0,,0,1,0,701,4.79994,1,1,4.79994,-1.005419,1.63357,-4.4,0,0,1,26105349517,0,158,0
9,2,1,background,26105349517,26105349517,0,4.705412,-0.335141,1.633574,-4.4,0,0,1,700,700,0,0,4.705412,4.705412,0,,0,1,0,701,4.705412,1,1,4.705412,-0.335141,1.633574,-4.4,0,0,1,26105349517,0,155,0
10,2,1,background,26105349517,26105349517,0,4.705412,0.335141,1.633574,-4.4,0,0,1,700,700,0,0,4.705412,4.705412,0,,0,1,0,701,4.705412,1,1,4.705412,0.335141,1.633574,-4.4,0,0,1,26105349517,0,155,0
11,2,1,background,26105349517,26105349517,0,4.79994,1.005419,1.63357,-4.4,0,0,1,700,700,0,0,4.79994,4.79994,0,,0,1,0,701,4.79994,1,1,4.79994,1.005419,1.63357,-4.4,0,0,1,26105349517,0,158,0
12,2,1,background,26105349517,26105349517,0,4.983635,1.675705,1.633578,-4.4,0,0,1,700,700,0,0,4.983635,4.983635,0,,0,1,0,701,4.983635,1,1,4.983635,1.675705,1.633578,-4.4,0,0,1,26105349517,0,165,0
13,2,1,background,26105349517,26105349517,0,5.247116,2.345978,1.633568,-4.4,0,0,1,700,700,0,0,5.247116,5.247116,0,,0,1,0,701,5.247116,1,1,5.247116,2.345978,1.633568,-4.4,0,0,1,26105349517,0,173,0
14,2,1,background,26105349517,26105349517,0,5.579113,3.016265,1.633572,-4.4,0,0,1,700,700,0,0,5.579113,5.579113,0,,0,1,0,701,5.579113,1,1,5.579113,3.016265,1.633572,-4.4,0,0,1,26105349517,0,184,0
15,2,1,background,26105349517,26105349517,0,5.968186,3.686547,1.63357,-4.4,0,0,1,700,700,0,0,5.968186,5.968186,0,,0,1,0,701,5.968186,1,1,5.968186,3.686547,1.63357,-4.4,0,0,1,26105349517,0,197,0
16,2,1,background,26105349517,26105349517,0,6.403962,4.356832,1.633572,-4.4,0,0,1,700,700,0,0,6.403962,6.403962,0,,0,1,0,701,6.403962,1,1,6.403962,4.356832,1.633572,-4.4,0,0,1,26105349517,0,212,0
17,2,1,background,26256344472,26256344472,0,6.019612,4.4,1.429796,-3.851128,-1,0,0,700,700,0,0,6.019612,6.019612,0,,0,1,0,701,6.019612,1,1,6.019612,4.4,1.429796,-3.851128,-1,0,0,26256344472,0,199,0
18,2,1,background,26256344472,26256344472,0,5.700737,4.4,1.26158,-3.398045,-1,0,0,700,700,0,0,5.700737,5.700737,0,,0,1,0,701,5.700737,1,1,5.700737,4.4,1.26158,-3.398045,-1,0,0,26256344472,0,189,0
19,2,1,background,26256344472,26256344472,0,5.466084,4.4,1.128786,-3.040359,-1,0,0,700,700,0,0,5.466084,5.466084,0,,0,1,0,701,5.466084,1,1,5.466084,4.4,1.128786,-3.040359,-1,0,0,26256344472,0,181,0
0,3,1,background,26206012821,26206012821,0,5.367066,-4.4,0.667389,-2.999995,1,0,0,700,700,0,0,5.367066,5.367066,0,,0,1,0,701,5.367066,1,1,5.367066,-4.4,0.667389,-2.999995,1,0,0,26206012821,0,177,0
1,3,1,background,26206012821,26206012821,0,5.58199,-4.4,0.745906,-3.352938,1,0,0,700,700,0,0,5.58199,5.58199,0,,0,1,0,701,5.58199,1,1,5.58199,-4.4,0.745906,-3.352938,1,0,0,26206012821,0,185,0
2,3,1,background,26206012821,26206012821,0,5.874927,-4.4,0.845362,-3.799989,1,0,0,700,700,0,0,5.874927,5.874927,0,,0,1,0,701,5.874927,1,1,5.874927,-4.4,0.845362,-3.799989,1,0,0,26206012821,0,194,0
3,3,1,background,26206012821,26206012821,0,6.287803,-4.4,0.975418,-4.384609,1,0,0,700,700,0,0,6.287803,6.287803,0,,0,1,0,701,6.287803,1,1,6.287803,-4.4,0.975418,-4.384609,1,0,0,26206012821,0,208,0
4,3,1,background,26105349517,26105349517,0,5.854645,-3.736141,0.978834,-4.4,0,0,1,700,700,0,0,5.854645,5.854645,0,,0,1,0,701,5.854645,1,1,5.854645,-3.736141,0.978834,-4.4,0,0,1,26105349517,0,194,0
5,3,1,background,26105349517,26105349517,0,5.446335,-3.056853,0.978838,-4.4,0,0,1,700,700,0,0,5.446335,5.446335,0,,0,1,0,701,5.446335,1,1,5.446335,-3.056853,0.978838,-4.4,0,0,1,26105349517,0,180,0
6,3,1,background,26105349517,26105349517,0,5.096174,-2.377554,0.978841,-4.4,0,0,1,700,700,0,0,5.096174,5.096174,0,,0,1,0,701,5.096174,1,1,5.096174,-2.377554,0.978841,-4.4,0,0,1,26105349517,0,168,0
7,3,1,background,26105349517,26105349517,0,4.816856,-1.698243,0.978836,-4.4,0,0,1,700,700,0,0,4.816856,4.816856,0,,0,1,0,701,4.816856,1,1,4.816856,-1.698243,0.978836,-4.4,0,0,1,26105349517,0,159,0
8,3,1,background,26105349517,26105349517,0,4.621291,-1.018946,0.978838,-4.4,0,0,1,700,700,0,0,4.621291,4.621291,0,,0,1,0,701,4.621291,1,1,4.621291,-1.018946,0.978838,-4.4,0,0,1,26105349517,0,153,0
9,3,1,background,26105349517,26105349517,0,4.520342,-0.339649,0.97884,-4.4,0,0,1,700,700,0,0,4.520342,4.520342,0,,0,1,0,701,4.520342,1,1,4.520342,-0.339649,0.97884,-4.4,0,0,1,26105349517,0,149,0
10,3,1,background,26105349517,26105349517,0,4.520342,0.339649,0.97884,-4.4,0,0,1,700,700,0,0,4.520342,4.520342,0,,0,1,0,701,4.520342,1,1,4.520342,0.339649,0.97884,-4.4,0,0,1,26105349517,0,149,0
11,3,1,background,26105349517,26105349517,0,4.621291,1.018946,0.978838,-4.4,0,0,1,700,700,0,0,4.621291,4.621291,0,,0,1,0,701,4.621291,1,1,4.621291,1.018946,0.978838,-4.4,0,0,1,26105349517,0,153,0
12,3,1,background,26105349517,26105349517,0,4.816856,1.698243,0.978836,-4.4,0,0,1,700,700,0,0,4.816856,4.816856,0,,0,1,0,701,4.816856,1,1,4.816856,1.698243,0.978836,-4.4,0,0,1,26105349517,0,159,0
13,3,1,background,26105349517,26105349517,0,5.096174,2.377554,0.978841,-4.4,0,0,1,700,700,0,0,5.096174,5.096174,0,,0,1,0,701,5.096174,1,1,5.096174,2.377554,0.978841,-4.4,0,0,1,26105349517,0,168,0
14,3,1,background,26105349517,26105349517,0,5.446335,3.056855,0.978838,-4.4,0,0,1,700,700,0,0,5.446335,5.446335,0,,0,1,0,701,5.446335,1,1,5.446335,3.056855,0.978838,-4.4,0,0,1,26105349517,0,180,0
15,3,1,background,26105349517,26105349517,0,5.854645,3.736141,0.978834,-4.4,0,0,1,700,700,0,0,5.854645,5.854645,0,,0,1,0,701,5.854645,1,1,5.854645,3.736141,0.978834,-4.4,0,0,1,26105349517,0,194,0
16,3,1,background,26256344472,26256344472,0,6.287803,4.4,0.975418,-4.384609,-1,0,0,700,700,0,0,6.287803,6.287803,0,,0,1,0,701,6.287803,1,1,6.287803,4.4,0.975418,-4.384609,-1,0,0,26256344472,0,208,0
17,3,1,background,26256344472,26256344472,0,5.874927,4.4,0.845362,-3.799989,-1,0,0,700,700,0,0,5.874927,5.874927,0,,0,1,0,701,5.874927,1,1,5.874927,4.4,0.845362,-3.799989,-1,0,0,26256344472,0,194,0
18,3,1,background,26256344472,26256344472,0,5.58199,4.4,0.745906,-3.352938,-1,0,0,700,700,0,0,5.58199,5.58199,0,,0,1,0,701,5.58199,1,1,5.58199,4.4,0.745906,-3.352938,-1,0,0,26256344472,0,185,0
19,3,1,background,26256344472,26256344472,0,5.367066,4.4,0.667389,-2.999995,-1,0,0,700,700,0,0,5.367066,5.367066,0,,0,1,0,701,5.367066,1,1,5.367066,4.4,0.667389,-2.999995,-1,0,0,26256344472,0,177,0
0,4,1,background,26206012821,26206012821,0,5.306774,-4.4,0.205993,-2.95963,1,0,0,700,700,0,0,5.306774,5.306774,0,,0,1,0,701,5.306774,1,1,5.306774,-4.4,0.205993,-2.95963,1,0,0,26206012821,0,175,0
1,4,1,background,26206012821,26206012821,0,5.509504,-4.4,0.230227,-3.30782,1,0,0,700,700,0,0,5.509504,5.509504,0,,0,1,0,701,5.509504,1,1,5.509504,-4.4,0.230227,-3.30782,1,0,0,26206012821,0,182,0
2,4,1,background,26206012821,26206012821,0,5.786386,-4.4,0.260925,-3.74887,1,0,0,700,700,0,0,5.786386,5.786386,0,,0,1,0,701,5.786386,1,1,5.786386,-4.4,0.260925,-3.74887,1,0,0,26206012821,0,191,0
3,4,1,background,26206012821,26206012821,0,6.177516,-4.4,0.301067,-4.32561,1,0,0,700,700,0,0,6.177516,6.177516,0,,0,1,0,701,6.177516,1,1,6.177516,-4.4,0.301067,-4.32561,1,0,0,26206012821,0,204,0
4,4,1,background,26105349517,26105349517,0,5.813442,-3.7871,0.306245,-4.4,0,0,1,700,700,0,0,5.813442,5.813442,0,,0,1,0,701,5.813442,1,1,5.813442,-3.7871,0.306245,-4.4,0,0,1,26105349517,0,192,0
5,4,1,background,26105349517,26105349517,0,5.390255,-3.098547,0.306246,-4.4,0,0,1,700,700,0,0,5.390255,5.390255,0,,0,1,0,701,5.390255,1,1,5.390255,-3.098547,0.306246,-4.4,0,0,1,26105349517,0,178,0
6,4,1,background,26105349517,26105349517,0,5.026123,-2.409981,0.306246,-4.4,0,0,1,700,700,0,0,5.026123,5.026123,0,,0,1,0,701,5.026123,1,1,5.026123,-2.409981,0.306246,-4.4,0,0,1,26105349517,0,166,0
7,4,1,background,26105349517,26105349517,0,4.734663,-1.721411,0.306244,-4.4,0,0,1,700,700,0,0,4.734663,4.734663,0,,0,1,0,701,4.734663,1,1,4.734663,-1.721411,0.306244,-4.4,0,0,1,26105349517,0,156,0
8,4,1,background,26105349517,26105349517,0,4.529963,-1.032848,0.306245,-4.4,0,0,1,700,700,0,0,4.529963,4.529963,0,,0,1,0,701,4.529963,1,1,4.529963,-1.032848,0.306245,-4.4,0,0,1,26105349517,0,149,0
9,4,1,background,26105349517,26105349517,0,4.424058,-0.344282,0.306245,-4.4,0,0,1,700,700,0,0,4.424058,4.424058,0,,0,1,0,701,4.424058,1,1,4.424058,-0.344282,0.306245,-4.4,0,0,1,26105349517,0,146,0
10,4,1,background,26105349517,26105349517,0,4.424058,0.344282,0.306246,-4.4,0,0,1,700,700,0,0,4.424058,4.424058,0,,0,1,0,701,4.424058,1,1,4.424058,0.344282,0.306246,-4.4,0,0,1,26105349517,0,146,0
11,4,1,background,26105349517,26105349517,0,4.529963,1.032848,0.306245,-4.4,0,0,1,700,700,0,0,4.529963,4.529963,0,,0,1,0,701,4.529963,1,1,4.529963,1.032848,0.306245,-4.4,0,0,1,26105349517,0,149,0
12,4,1,background,26105349517,26105349517,0,4.734663,1.721411,0.306244,-4.4,0,0,1,700,700,0,0,4.734663,4.734663,0,,0,1,0,701,4.734663,1,1,4.734663,1.721411,0.306244,-4.4,0,0,1,26105349517,0,156,0
13,4,1,background,26105349517,26105349517,0,5.026123,2.409981,0.306246,-4.4,0,0,1,700,700,0,0,5.026123,5.026123,0,,0,1,0,701,5.026123,1,1,5.026123,2.409981,0.306246,-4.4,0,0,1,26105349517,0,166,0
14,4,1,background,26105349517,26105349517,0,5.390255,3.098547,0.306246,-4.4,0,0,1,700,700,0,0,5.390255,5.390255,0,,0,1,0,701,5.390255,1,1,5.390255,3.098547,0.306246,-4.4,0,0,1,26105349517,0,178,0
15,4,1,background,26105349517,26105349517,0,5.813442,3.7871,0.306245,-4.4,0,0,1,700,700,0,0,5.813442,5.813442,0,,0,1,0,701,5.813442,1,1,5.813442,3.7871,0.306245,-4.4,0,0,1,26105349517,0,192,0
16,4,1,background,26256344472,26256344472,0,6.177516,4.4,0.301067,-4.32561,-1,0,0,700,700,0,0,6.177516,6.177516,0,,0,1,0,701,6.177516,1,1,6.177516,4.4,0.301067,-4.32561,-1,0,0,26256344472,0,204,0
17,4,1,background,26256344472,26256344472,0,5.786386,4.4,0.260925,-3.74887,-1,0,0,700,700,0,0,5.786386,5.786386,0,,0,1,0,701,5.786386,1,1,5.786386,4.4,0.260925,-3.74887,-1,0,0,26256344472,0,191,0
18,4,1,background,26256344472,26256344472,0,5.509504,4.4,0.230227,-3.30782,-1,0,0,700,700,0,0,5.509504,5.509504,0,,0,1,0,701,5.509504,1,1,5.509504,4.4,0.230227,-3.30782,-1,0,0,26256344472,0,182,0
19,4,1,background,26256344472,26256344472,0,5.306774,4.4,0.205993,-2.959628,-1,0,0,700,700,0,0,5.306774,5.306774,0,,0,1,0,701,5.306774,1,1,5.306774,4.4,0.205993,-2.959628,-1,0,0,26256344472,0,175,0
0,5,1,background,26206012821,26206012821,0,5.286537,-4.4,-0.255403,-2.91927,1,0,0,700,700,0,0,5.286537,5.286537,0,,0,1,0,701,5.286537,1,1,5.286537,-4.4,-0.255403,-2.91927,1,0,0,26206012821,0,175,0
1,5,1,background,26206012821,26206012821,0,5.485147,-4.4,-0.285449,-3.262698,1,0,0,700,700,0,0,5.485147,5.485147,0,,0,1,0,701,5.485147,1,1,5.485147,-4.4,-0.285449,-3.262698,1,0,0,26206012821,0,181,0
2,5,1,background,26206012821,26206012821,0,5.756557,-4.4,-0.323508,-3.697738,1,0,0,700,700,0,0,5.756557,5.756557,0,,0,1,0,701,5.756557,1,1,5.756557,-4.4,-0.323508,-3.697738,1,0,0,26206012821,0,190,0
3,5,1,background,26206012821,26206012821,0,6.14032,-4.4,-0.37328,-4.266619,1,0,0,700,700,0,0,6.14032,6.14032,0,,0,1,0,701,6.14032,1,1,6.14032,-4.4,-0.37328,-4.266619,1,0,0,26206012821,0,203,0
4,5,1,background,26105349517,26105349517,0,5.852334,-3.839465,-0.384951,-4.4,0,0,1,700,700,0,0,5.852334,5.852334,0,,0,1,0,701,5.852334,1,1,5.852334,-3.839465,-0.384951,-4.4,0,0,1,26105349517,0,194,0
5,5,1,background,26105349517,26105349517,0,5.420017,-3.141384,-0.38495,-4.4,0,0,1,700,700,0,0,5.420017,5.420017,0,,0,1,0,701,5.420017,1,1,5.420017,-3.141384,-0.38495,-4.4,0,0,1,26105349517,0,179,0
6,5,1,background,26105349517,26105349517,0,5.047575,-2.443306,-0.38495,-4.4,0,0,1,700,700,0,0,5.047575,5.047575,0,,0,1,0,701,5.047575,1,1,5.047575,-2.443306,-0.38495,-4.4,0,0,1,26105349517,0,167,0
7,5,1,background,26105349517,26105349517,0,4.749094,-1.745209,-0.384949,-4.4,0,0,1,700,700,0,0,4.749094,4.749094,0,,0,1,0,701,4.749094,1,1,4.749094,-1.745209,-0.384949,-4.4,0,0,1,26105349517,0,157,0
